Ключ проблемы,Идентификатор проблемы,Идентификатор родителя,Статус,Создано,Обновленo,Исполнитель,Пользовательское поле (Story Points),Тема,Создатель
AAD-1421,269620,,Готово,06.01.2024 14:13 ,10.01.2024 11:38 ,mikhailovaem,,Флёрин Виталий Сергеевич,flerinvs
ANL-2206,269583,,Готово,29.12.2023 16:49 ,28.03.2024 10:37 ,flerinvs,5.0,Ипотечные сделки доработка отчета,flerinvs
ANL-2205,269582,,Готово,29.12.2023 16:42 ,11.01.2024 11:34 ,mikhaelyanta,2.0,Выгрузка итоговых отчетов,mikhaelyanta
SA-15,269113,,Готово,27.12.2023 11:31 ,26.01.2024 16:01 ,anashchenkooa,,Разбор топика client-verification.m2pro.events,flerinvs
DE-1537,269105,,Готово,27.12.2023 11:20 ,22.01.2024 20:51 ,yumatovad,,Репликация таблицы r_company__extrnl_idntfrs ,flerinvs
SGN-3333,268932,,Готово,26.12.2023 15:22 ,27.12.2023 14:53 ,nikolaenkoss,,Выгрузить историю по подписаниям по снилсам ВТБ,balitskayaav
SA-4,268850,,Готово,26.12.2023 13:00 ,17.01.2024 14:42 ,norea,,Доразбор chat.chat.event ,flerinvs
ANL-2201,268828,,Закрыт,26.12.2023 12:05 ,10.01.2024 23:08 ,flerinvs,,Сформировать отчет по логам,flerinvs
SA-59,268816,,Cancel,26.12.2023 11:41 ,28.05.2024 11:47 ,norea,,Прогрузить историю по подписаниям за ноябрь и первую половину декабря ,balitskayaav
ANLP-1139,268729,,Готово,25.12.2023 17:49 ,02.02.2024 11:15 ,klekovkinve,8.0,Пройти курс Product Heroes ч.1,klekovkinve
ANL-2200,268692,,Готово,25.12.2023 15:51 ,12.02.2024 12:38 ,mikhaelyanta,,Добавление в отчеты SLT ЭР ответственных по застройщикам,mikhaelyanta
SA-10,268239,,Hold,21.12.2023 11:25 ,06.03.2024 11:45 ,,,"Проверить данные в ""ODS_PAYKEEPER"".""EVENT""",mikhaelyanta
ANL-2197,268075,,Готово,20.12.2023 14:27 ,25.03.2024 10:23 ,flerinvs,,Актуализировать список отчетности,flerinvs
ANL-2196,267769,,Готово,19.12.2023 14:43 ,03.06.2024 15:45 ,nikishinpa,2.0,Дополнить описание отчетов,flerinvs
ANL-2195,267690,,Готово,19.12.2023 11:53 ,20.12.2023 10:08 ,flerinvs,2.0,Доработка по ANL-1988_добавить представителей,flerinvs
ANLP-1137,267452,,Готово,18.12.2023 13:36 ,22.01.2024 14:03 ,klekovkinve,2.0,Найти проведенные сделки по М2про,klekovkinve
ANL-2194,267429,,Закрыт,18.12.2023 12:51 ,12.02.2024 12:38 ,balitskayaav,1.0,Скорректировать логику обновления словарей для свода сбр и элрег,balitskayaav
ANL-2193,267341,,Backlog,18.12.2023 10:25 ,29.05.2024 10:17 ,,,Отчет по Госключу в ВТБ с разбивкой на подразделения и сотрудников,flerinvs
ANL-2192,267288,,Готово,16.12.2023 19:17 ,20.12.2023 12:21 ,flerinvs,,Доп задача для_ANL-1922 Отчетность в рамках пилота по Чатам с ВТБ,flerinvs
ANL-2191,267287,,Готово,16.12.2023 19:13 ,18.12.2023 19:37 ,flerinvs,2.0,Доработка по ANL-1988_Отчет по продажам Сделки онлайн,flerinvs
ANLP-1135,267176,,Готово,15.12.2023 15:32 ,22.01.2024 14:03 ,klekovkinve,5.0,Собрать сырой список метрик,klekovkinve
ANLP-1134,267175,,Готово,15.12.2023 15:29 ,13.05.2024 18:11 ,klekovkinve,1.0,Выявить основные сценарии использования продукта,klekovkinve
ANLP-1133,267174,,Готово,15.12.2023 15:27 ,17.05.2024 16:38 ,klekovkinve,,М2Pro подготовить ТЗ на аналитику,klekovkinve
ANL-2187,267068,,Сделать,15.12.2023 11:38 ,03.06.2024 12:30 ,,,Продажи,nikishinpa
ANLP-1131,267064,,Backlog,15.12.2023 11:21 ,31.05.2024 12:03 ,nikitindd,,Научиться определять регион (город) агента в сегменте АНЧ,klekovkinve
ANL-2186,267061,,Закрыт,15.12.2023 11:18 ,15.12.2023 15:25 ,,,Продажи,nikishinpa
ANL-2185,267051,,Сделать,15.12.2023 10:48 ,27.03.2024 11:52 ,,,Финансы,flerinvs
ANL-2184,267005,,Закрыт,14.12.2023 23:30 ,16.12.2023 19:14 ,flerinvs,2.0,Доработка по ANL-1988,flerinvs
ANL-2173,266922,,Закрыт,14.12.2023 15:42 ,14.12.2023 15:42 ,balitskayaav,,Отчет по самолет плюс,balitskayaav
ANL-2172,266920,,Готово,14.12.2023 15:41 ,12.02.2024 12:38 ,mikhaelyanta,5.0,Добавление в отчеты SLT СБР ответственных по застройщикам,mikhaelyanta
ANL-2171,266900,,Backlog,14.12.2023 15:18 ,27.03.2024 11:59 ,mikhaelyanta,,Перевод отчетов ЭР на единый источник,mikhaelyanta
ANL-2170,266896,,Backlog,14.12.2023 14:59 ,04.04.2024 16:35 ,mikhaelyanta,,Корректировка ЭР,mikhaelyanta
ANL-2169,266895,,Backlog,14.12.2023 14:57 ,24.05.2024 10:23 ,mikhaelyanta,,Доработка отчет по СБР и ЭР в SuperSet,mikhaelyanta
ANL-2168,266775,,Готово,14.12.2023 10:46 ,16.12.2023 18:32 ,flerinvs,1.0,Провести анализ задач и составить список для Q1,flerinvs
ANL-2167,266765,,Закрыт,14.12.2023 10:20 ,29.05.2024 09:58 ,flerinvs,3.0,Перенос на СС_Чаты_часть для бэк-офиса,flerinvs
SA-21,266456,,Cancel,13.12.2023 12:43 ,16.02.2024 16:34 ,,,Доразбор атрибута в элреге,flerinvs
DE-1514,266420,,Готово,13.12.2023 11:27 ,12.01.2024 16:25 ,yumatovad,,Разобрать топик deal-sign.analytics.signing-requests,balitskayaav
DE-1513,266419,,Готово,13.12.2023 11:26 ,09.01.2024 14:20 ,norea,,Разобрать доп поле топика  deal-sign.analytics.signing-packs ,balitskayaav
ANL-2163,266344,,Закрыт,12.12.2023 18:53 ,13.12.2023 15:53 ,,,Предоставить статистику по СО,flerinvs
ANL-2162,266343,,Готово,12.12.2023 18:53 ,13.12.2023 17:54 ,flerinvs,,Предоставить статистику по СО,flerinvs
DE-1511,266302,,Готово,12.12.2023 17:02 ,19.12.2023 10:36 ,yumatovad,,Репликация таблицы dwh_ods.r_deal_online_dl_dl_info_agnts__agents,flerinvs
ANL-2161,266298,,Backlog,12.12.2023 16:50 ,15.12.2023 13:43 ,balitskayaav,,"Разобраться с холдинговыми компаниями, у которых есть сделка онлайн сервис",balitskayaav
SAD-24728,266279,,Готово,12.12.2023 15:51 ,13.12.2023 13:20 ,sidorovmv,,Доступ к сервису сделка онлайн,balitskayaav
ANL-2160,266251,,Готово,12.12.2023 15:16 ,21.12.2023 17:02 ,mikhaelyanta,3.0,Доработки по отчету Электронная закладная ВТБ,mikhaelyanta
ANL-2158,266093,,Готово,12.12.2023 10:30 ,03.06.2024 10:01 ,mikhaelyanta,2.0,Ошибка в отчете по платному ДКП,mikhaelyanta
ANL-2157,266083,,Hold,12.12.2023 10:25 ,01.03.2024 11:11 ,nikishinpa,2.0,Настройка выгрузки NPS,nikishinpa
DE-1509,266016,,Готово,11.12.2023 18:40 ,14.12.2023 15:14 ,davydovae,,Доступ в dg tool,klekovkinve
ANL-2152,265642,,Готово,08.12.2023 15:47 ,19.12.2023 13:29 ,nikishinpa,5.0,Принять отчеты,flerinvs
ANL-2151,265602,,Готово,08.12.2023 14:16 ,14.12.2023 20:41 ,flerinvs,3.0,Доработка по ANL-1988_Отчет по продажам Сделки онлайн,flerinvs
ANLP-1125,265549,,Готово,08.12.2023 12:48 ,13.05.2024 18:11 ,klekovkinve,3.0,Проанализировать причины расхождений данных бэка с миддлом,klekovkinve
ANL-2150,265517,,Сделать,08.12.2023 11:51 ,03.06.2024 12:49 ,,,Технический долг,flerinvs
ANL-2149,265490,,Сделать,08.12.2023 11:14 ,29.05.2024 09:57 ,,,КС,mikhaelyanta
ANL-2148,265464,,Backlog,08.12.2023 10:11 ,15.12.2023 10:27 ,,,"Некорректный расчет ""MART2_ALTERNATIVE"".""REGULAR_REPORT_STATE_CODE""",flerinvs
ANL-2146,265424,,Готово,07.12.2023 23:21 ,16.12.2023 18:31 ,flerinvs,3.0,Доп задача для_ANL-1922 Отчетность в рамках пилота по Чатам с ВТБ,flerinvs
ANL-2145,265420,,Готово,07.12.2023 19:07 ,14.05.2024 12:00 ,flerinvs,3.0,Подзадача_ANL-1996_Добавить в Дэшборд по чатам инфо(правки),flerinvs
ANL-2144,265399,,Готово,07.12.2023 18:04 ,08.12.2023 17:29 ,flerinvs,3.0,Квартальный ПОДФТ,flerinvs
ANL-2143,265398,,Сделать,07.12.2023 18:03 ,23.05.2024 17:36 ,,,Сделка онлайн,flerinvs
ANL-2142,265342,,Сделать,07.12.2023 15:48 ,22.02.2024 12:34 ,,,M2PRO,mikhaelyanta
ANL-2141,265336,,Сделать,07.12.2023 15:37 ,07.12.2023 15:37 ,,,Ремонты,mikhaelyanta
ANL-2140,265335,,Сделать,07.12.2023 15:34 ,17.05.2024 10:34 ,,,Защита и Проверка,mikhaelyanta
ANL-2139,265334,,Сделать,07.12.2023 15:32 ,03.06.2024 10:19 ,,,ЭР,mikhaelyanta
ANL-2138,265309,,Сделaть,07.12.2023 14:38 ,20.02.2024 18:00 ,ManaenkovaOA,2.0,Разобраться со скриптами owncloud ,balitskayaav
SA-12,265301,,Cancel,07.12.2023 14:24 ,15.02.2024 17:29 ,,,Элрег_доразбор атрибута,flerinvs
DE-1503,265280,,Готово,07.12.2023 13:24 ,15.01.2024 10:32 ,ginsburgea,,АНЧ_рейтинги_сбор данных из почты(ВТБ)/добавить словарь,flerinvs
ANL-2137,265271,,Готово,07.12.2023 13:04 ,22.01.2024 13:03 ,balitskayaav,5.0,Рефакторинг скриптов ,balitskayaav
DE-1502,265269,,Готово,07.12.2023 13:02 ,15.01.2024 10:42 ,ginsburgea,,Создание словаря по ручным сделкам Защита и Проверка,mikhaelyanta
ANLP-1124,265091,,Готово,06.12.2023 18:06 ,20.12.2023 13:01 ,klekovkinve,3.0,Составить рейтинг АН за ноябрь,klekovkinve
ANL-2133,264932,,Закрыт,06.12.2023 13:20 ,08.12.2023 15:41 ,balitskayaav,1.0,Выгрузка УКЭП за ноябрь,balitskayaav
ANL-2128,264493,,Готово,05.12.2023 09:35 ,21.12.2023 13:33 ,flerinvs,2.0,Автоматизация отчетности мидла,flerinvs
ANLP-1119,264074,,Закрыт,01.12.2023 15:31 ,17.05.2024 16:27 ,klekovkinve,3.0,Собрать витрину(-ы) для дашборда V2,klekovkinve
ANLP-1118,264067,,Закрыт,01.12.2023 15:20 ,07.12.2023 11:23 ,klekovkinve,3.0,Продумать загрузку данных для дашборда V2,klekovkinve
ANLP-1117,264066,,Закрыт,01.12.2023 15:20 ,17.05.2024 16:25 ,klekovkinve,2.0,"Обработать числовые данные в реестрах (даты, суммы)",klekovkinve
ANLP-1116,264065,,Закрыт,01.12.2023 15:18 ,08.12.2023 12:51 ,klekovkinve,1.0,Сопоставить 2 реестра по номеру договора,klekovkinve
SAD-24518,264061,,Готово,01.12.2023 15:12 ,11.12.2023 13:21 ,rysbaevvr,,Доступ к сервису ИЖС СБР,balitskayaav
ANL-2124,264050,,Ревью,01.12.2023 14:43 ,29.05.2024 10:02 ,ManaenkovaOA,3.0,DM_слой для запросов от Алисы,balitskayaav
DE-1492,264046,,Cancel,01.12.2023 14:33 ,29.01.2024 11:52 ,norea,,Разбор топиков deal-sign sign-store,balitskayaav
SAD-24516,264041,,Готово,01.12.2023 14:17 ,11.12.2023 13:21 ,grankinka,,Создание учетной записи в лк М2,nikishinpa
SAD-24515,264031,,Готово,01.12.2023 14:07 ,04.12.2023 10:41 ,koptsevey,,Доступы для нового аналитика,nikishinpa
ANL-2123,264001,,Hold,01.12.2023 12:58 ,01.03.2024 11:11 ,flerinvs,3.0,Дэшборд для продаж по сделкам_часть 1,flerinvs
ANL-2121,263984,,Закрыт,01.12.2023 12:37 ,08.12.2023 17:29 ,flerinvs,5.0,Отчет по продажам Сделки онлайн_декомпозиция_1922,flerinvs
ANL-2119,263975,,Закрыт,01.12.2023 12:23 ,25.03.2024 10:24 ,flerinvs,2.0,Дэшборд по ипотеке на клике_часть 1,flerinvs
SAD-24496,263871,,Готово,30.11.2023 19:28 ,01.12.2023 11:44 ,gavrilovaea,,Установка приложений,nikishinpa
SAD-24495,263869,,Готово,30.11.2023 19:22 ,01.12.2023 12:20 ,sidorovmv,,Установка программ,nikishinpa
DVP-3321,263867,,Готово,30.11.2023 19:18 ,31.01.2024 12:47 ,sabirovtv,,Доступы для аналитика,nikishinpa
DE-1490,263693,,Готово,30.11.2023 13:17 ,29.01.2024 11:18 ,yumatovad,,"Создание индексов на таблицы слоя ""ODS""",balitskayaav
SAD-24464,263672,,Готово,30.11.2023 12:11 ,16.01.2024 11:01 ,rysbaevvr,,Доступ в mongo db,balitskayaav
ANL-2115,263663,,Готово,30.11.2023 11:25 ,08.12.2023 11:15 ,mikhaelyanta,3.0,Исправить логику привязки продаж через КС в отчете по доле,mikhaelyanta
DE-1489,263505,,Готово,29.11.2023 16:09 ,29.01.2024 13:27 ,ginsburgea,,Добавить в раскатку DM2_ALTERNATIVE_BI новые таблицы,mikhaelyanta
DE-1488,263458,,Готово,29.11.2023 13:51 ,04.12.2023 10:48 ,ginsburgea,,Добавить в dg tool схему Mart_Chat ,flerinvs
DE-1487,263441,,Готово,29.11.2023 12:43 ,29.01.2024 13:27 ,ginsburgea,,Создать таблицу в postgresql ,flerinvs
DE-1486,263418,,Готово,29.11.2023 12:27 ,06.12.2023 12:00 ,ginsburgea,,"Переименовать таблицу ""DM_DEAL_ONLINE"".""REGULAR_REPORT_SSET""",flerinvs
ANL-2111,262845,,Закрыт,27.11.2023 12:47 ,07.12.2023 15:37 ,mikhaelyanta,1.0,Выгрузка отчета по ремонтам,mikhaelyanta
ANLP-1099,262608,,Готово,24.11.2023 15:36 ,06.12.2023 13:50 ,klekovkinve,2.0,"Оценить, что можно вытащить из отчета Киры",klekovkinve
ANL-2107,262563,,Закрыт,24.11.2023 13:32 ,07.12.2023 15:47 ,balitskayaav,5.0,Декомпозиция 2093. Отчетность для сверки УКЭП,flerinvs
ANL-2106,262488,,Сделaть,24.11.2023 11:34 ,27.04.2024 11:12 ,balitskayaav,5.0,сделать ресерч проблемы,balitskayaav
ANL-2105,262485,260151,Сделать,24.11.2023 11:25 ,27.03.2024 11:51 ,,,сделать ресерч проблемы,balitskayaav
ANL-2104,262455,,Готово,24.11.2023 10:31 ,07.12.2023 19:12 ,flerinvs,5.0,Декомпозиция 1988. Отчет для ВТБ по ипотеке,flerinvs
ANL-2103,262452,,Готово,24.11.2023 10:29 ,07.12.2023 19:11 ,flerinvs,3.0,Декомпозиция в рамках ANL-1922,flerinvs
DE-1479,262377,,Готово,23.11.2023 18:25 ,04.12.2023 10:36 ,yumatovad,,Доразбор топика deal-online-v2.deal.events в ПОСТГРЕС,flerinvs
DE-1478,262313,,Готово,23.11.2023 14:54 ,07.12.2023 11:01 ,yumatovad,,Репликация КС из клика в постгрес,flerinvs
DE-1477,262278,,Готово,23.11.2023 13:40 ,18.12.2023 10:33 ,yumatovad,,Временное решение по обновлению отчетов в клике,flerinvs
DE-1476,262272,,Готово,23.11.2023 13:23 ,05.12.2023 10:59 ,ginsburgea,,Изменить расписание обновления MART_BILLING,balitskayaav
ANL-2100,262267,,Закрыт,23.11.2023 13:12 ,12.02.2024 12:38 ,,,Изменить расписание обновления MART_BILLING,balitskayaav
ANL-2099,262264,,Готово,23.11.2023 12:59 ,04.12.2023 12:15 ,mikhaelyanta,8.0,Перевод отчетов на ODS по ДКП,mikhaelyanta
DE-1475,262220,,Готово,23.11.2023 11:11 ,04.12.2023 10:36 ,norea,,доразбор deal-online-v2.deal.events в кликхаус,flerinvs
ER-7422,261954,,Сделать,22.11.2023 12:19 ,15.01.2024 11:16 ,,,Удалить ошибочные заявки в топике,mikhaelyanta
ANLP-1093,261825,,Закрыт,21.11.2023 17:05 ,08.12.2023 12:58 ,klekovkinve,2.0,Определить методологию для даты сделки в M2Pro,klekovkinve
DE-1474,261793,,Готово,21.11.2023 15:29 ,23.11.2023 16:16 ,norea,,"Неполнота данных в  ""ODS_A_CHAT"".""STTE__PRODUCTS"" ",flerinvs
ANL-2092,261360,,Готово,20.11.2023 12:27 ,22.11.2023 12:21 ,mikhaelyanta,,Выгрузка обновлённого отчета по ремонтам,mikhaelyanta
ANL-2091,261327,,Hold,20.11.2023 11:18 ,25.01.2024 17:53 ,mikhaelyanta,2.0,Корректировка в реестр отчетов по ЭР,mikhaelyanta
ANLP-1087,261258,,Закрыт,19.11.2023 14:52 ,17.05.2024 16:36 ,klekovkinve,,Организовать сбор событийной аналитики в продукте,klekovkinve
ANL-2089,261237,,Готово,17.11.2023 19:19 ,12.02.2024 12:38 ,nikishinpa,3.0,Создать словарь по ручным защитам,mikhaelyanta
ANLP-1084,261143,,Закрыт,17.11.2023 15:39 ,17.05.2024 16:36 ,klekovkinve,3.0,Начать разбор задач от Влада Ш.,klekovkinve
ANLP-1083,261141,,Закрыт,17.11.2023 15:37 ,01.12.2023 17:58 ,klekovkinve,3.0,Изучить артефакты по M2Pro,klekovkinve
DE-1471,261113,,Готово,17.11.2023 14:51 ,27.11.2023 10:36 ,yumatovad,,доразбор deal-online-v2.deal.events,flerinvs
ANL-2088,261090,,Готово,17.11.2023 14:11 ,27.12.2023 14:02 ,balitskayaav,2.0,Описать методологию расчета СБР SLT отчета в Когносе,flerinvs
ANL-2086,261084,,Готово,17.11.2023 13:51 ,24.11.2023 10:23 ,flerinvs,,Декомпозиция_ANL-1988 (Отчет по продажам Сделки онлайн),flerinvs
ANL-2085,261081,,Готово,17.11.2023 13:47 ,12.02.2024 12:38 ,mikhaelyanta,3.0,Логика определения сегмента по ЭР в отчетах,mikhaelyanta
ANL-2084,261080,,Закрыт,17.11.2023 13:47 ,23.11.2023 16:04 ,flerinvs,,Декомпозиция ANL-1922(Отчетность в рамках пилота по Чатам с ВТБ),flerinvs
ANL-2083,261078,,Готово,17.11.2023 13:42 ,21.11.2023 19:21 ,flerinvs,,Декомпозиция_ANL-2032 (Операционная отчетность для ВТБ),flerinvs
ANL-2082,261006,,Готово,17.11.2023 11:35 ,27.11.2023 12:34 ,balitskayaav,,Автоматизация ежедневного отчета для SLT ,balitskayaav
ANLW-1355,260927,,Готово,16.11.2023 21:11 ,08.02.2024 18:42 ,yakovlevaev,2.0,Витрина для анализа поисковых запросов в М2про/Новостройки,klekovkinve
ANL-2117,260832,,Hold,16.11.2023 15:32 ,25.01.2024 17:23 ,mikhaelyanta,1.0,Перевод отчетов на питоновский скрипт,mikhaelyanta
ANL-2081,260824,,Готово,16.11.2023 15:12 ,14.12.2023 15:43 ,mikhaelyanta,1.0,Создание словаря по застройщикам для M2PRO,mikhaelyanta
ANL-2080,260822,,Backlog,16.11.2023 15:08 ,29.05.2024 10:17 ,mikhaelyanta,,Ошибка в статусе ЭР,mikhaelyanta
ANL-2079,260645,,Готово,15.11.2023 22:55 ,21.11.2023 19:19 ,flerinvs,,Сверка УКЭП ,flerinvs
ANL-2078,260636,,Готово,15.11.2023 20:00 ,20.11.2023 13:11 ,balitskayaav,,ТЗ на разработку алёртов и мониторинга,flerinvs
DE-1466,260516,,Готово,15.11.2023 13:25 ,18.12.2023 10:38 ,norea,,Создание словаря M2PRO ,mikhaelyanta
ANL-2077,260475,,Готово,15.11.2023 12:25 ,20.11.2023 10:02 ,mikhaelyanta,,Отчет по Почта банк ЭР,mikhaelyanta
DE-1465,260418,,Готово,15.11.2023 10:57 ,29.01.2024 13:27 ,ginsburgea,,Сформировать таблицу на схеме DM ,flerinvs
ANL-2073,260193,,Готово,14.11.2023 13:45 ,15.11.2023 10:07 ,mikhaelyanta,,Обновить отчет по Защите,mikhaelyanta
ANL-2072,260190,,Готово,14.11.2023 13:42 ,16.11.2023 13:25 ,mikhaelyanta,,Исправить выгрузку УКЭП по банку МКБ,mikhaelyanta
DE-1463,260111,,Готово,14.11.2023 11:27 ,16.11.2023 19:05 ,norea,,Разбор топика deal-online-v2.deal.events,flerinvs
DE-1462,260090,,Готово,14.11.2023 10:48 ,16.11.2023 16:38 ,yumatovad,,Alternative_deal. Ошибки в данных,flerinvs
ANL-2066,259979,,Готово,13.11.2023 17:42 ,19.01.2024 17:22 ,mikhaelyanta,3.0,"Корректировка ""MART2_ALTERNATIVE"".""REGULAR_REPORT_DEAL_PART_CODE""",mikhaelyanta
ANL-2065,259976,,Закрыт,13.11.2023 17:36 ,13.11.2023 17:37 ,mikhaelyanta,,Выгрузка СБР,mikhaelyanta
ANL-2064,259927,,Готово,13.11.2023 16:26 ,12.02.2024 12:38 ,mikhaelyanta,1.0,Скорректировать логику определения role_type_name в AUTH,klekovkinve
ANL-2062,259728,,Готово,13.11.2023 10:25 ,13.11.2023 14:25 ,flerinvs,,Отчет для бухгалтерии,flerinvs
ANL-2061,259717,,Готово,13.11.2023 10:04 ,14.11.2023 16:38 ,flerinvs,1.0,Примсоцбанк - расторжение,flerinvs
ANL-2060,259646,,Готово,10.11.2023 18:40 ,20.11.2023 16:49 ,flerinvs,,Дэшборд_ВТБ чаты,flerinvs
ANL-2059,259641,,Закрыт,10.11.2023 18:22 ,29.05.2024 10:00 ,flerinvs,,Рефакторинг ПОДФТ,flerinvs
ANLP-1072,259530,,Готово,10.11.2023 14:36 ,20.11.2023 13:11 ,klekovkinve,3.0,Собрать черновой дашборд по М2про,klekovkinve
ANLP-1071,259524,,Готово,10.11.2023 14:23 ,20.11.2023 13:11 ,klekovkinve,2.0,Изучить данные по поиску М2про в веб-аналитике,klekovkinve
ANLW-1340,259499,,Готово,10.11.2023 13:34 ,17.11.2023 18:17 ,vasyaginmr,2.0,Не хватает событий по онбордингу М2про,klekovkinve
DE-1457,259480,,Готово,10.11.2023 12:56 ,29.01.2024 13:27 ,ginsburgea,,Сформировать таблицу на схеме ,flerinvs
SAD-24069,259460,,Готово,10.11.2023 12:26 ,10.11.2023 17:12 ,sidorovmv,,Установка odbc ,balitskayaav
ANL-2057,259431,,Закрыт,10.11.2023 11:22 ,27.11.2023 12:13 ,mikhaelyanta,,Тестирование нового разбора по КС,mikhaelyanta
ANL-2056,259199,,Готово,09.11.2023 14:45 ,08.12.2023 15:42 ,mikhaelyanta,5.0,Сверка ЭР ,mikhaelyanta
ANLP-1069,259169,,Готово,09.11.2023 13:43 ,20.11.2023 13:12 ,klekovkinve,3.0,Подготовить рейтинг АН за октябрь 2023,klekovkinve
ANL-2055,258973,,Готово,08.11.2023 20:55 ,23.11.2023 15:42 ,mikhaelyanta,,Проверка источников по создателю в КС,mikhaelyanta
ANL-2054,258949,,Готово,08.11.2023 18:19 ,10.11.2023 09:44 ,flerinvs,,УКЭП,flerinvs
DE-1453,258674,,Готово,08.11.2023 09:53 ,23.11.2023 16:17 ,norea,,Потерянные данные в чатах,flerinvs
ANL-2049,258535,,Готово,07.11.2023 16:21 ,20.11.2023 16:40 ,balitskayaav,,Автоматизация отчета,flerinvs
ANL-2048,258349,,Готово,07.11.2023 12:01 ,08.11.2023 17:19 ,flerinvs,,ПОДФТ,flerinvs
DE-1452,258334,,Готово,07.11.2023 11:23 ,23.11.2023 12:59 ,ginsburgea,,Доразбор ALTERNATIVE_DEAL в Postgresql,mikhaelyanta
ANLP-1062,258236,,Готово,06.11.2023 17:46 ,10.11.2023 13:37 ,klekovkinve,2.0,Найти данные по онбордингу М2про,klekovkinve
ANL-2046,258153,,Закрыт,03.11.2023 16:04 ,10.11.2023 13:59 ,mikhaelyanta,,Передача дел новому сотруднику,mikhaelyanta
SAD-23933,257955,,Готово,03.11.2023 09:24 ,03.11.2023 11:57 ,ustinovas,,Доступ к cognos,balitskayaav
ANL-2044,257931,,Закрыт,02.11.2023 19:31 ,01.12.2023 12:11 ,,,изменение отчета мидла,flerinvs
ANL-2043,257837,,Готово,02.11.2023 15:45 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка УКЭП по ВТБ,mikhaelyanta
SAD-23917,257826,,Готово,02.11.2023 15:39 ,14.11.2023 10:47 ,kitaevaus,,Права на редактирование в GL,balitskayaav
SAD-23916,257825,,Готово,02.11.2023 15:38 ,02.11.2023 17:34 ,ustinovas,,Установка приложений,balitskayaav
SYS-3028,257824,,Готово,02.11.2023 15:36 ,26.12.2023 14:33 ,kalinkinav,,Предоставление доступов,balitskayaav
SAD-23914,257823,,Готово,02.11.2023 15:35 ,03.11.2023 10:31 ,rysbaevvr,,Сформировать_уз,balitskayaav
ANL-2041,257751,,Готово,02.11.2023 12:24 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по защите и проверке,mikhaelyanta
ANL-2039,257455,,Готово,01.11.2023 14:04 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка по ЭР Рйффайзен банк,mikhaelyanta
SA-27,257414,,Hold,01.11.2023 13:15 ,16.02.2024 13:20 ,norea,,Разобрать новые атрибуты M2pro,klekovkinve
ANL-2038,257242,,Готово,01.11.2023 08:39 ,17.11.2023 13:50 ,mikhaelyanta,,потерянные ЭР_Ростов-на-Дону,mikhaelyanta
DE-1448,257156,,Готово,31.10.2023 16:08 ,14.11.2023 16:31 ,yumatovad,,Частичный разбор СО,flerinvs
SAD-23811,256893,,Готово,30.10.2023 20:23 ,13.11.2023 10:54 ,gavrilovaea,,Замена ноутбука СПБ,klekovkinve
ANLP-1054,256759,,Готово,30.10.2023 13:45 ,31.10.2023 11:29 ,klekovkinve,2.0,Подтянуть второй СБР,klekovkinve
ANLP-1053,256758,,В работе,30.10.2023 13:44 ,30.10.2023 13:45 ,,,СБР,klekovkinve
ANL-2036,256694,,Готово,30.10.2023 12:33 ,15.12.2023 18:13 ,mikhaelyanta,,Ошибка в формировании owner_user_role по Защите и проверке,mikhaelyanta
ANLP-1050,256603,,Готово,30.10.2023 10:39 ,10.11.2023 21:03 ,klekovkinve,2.0,Собрать матералы по М2про,klekovkinve
ANL-2035,256590,,Закрыт,30.10.2023 10:13 ,21.12.2023 10:13 ,,,Отчет для мидла (для Картаев Роман),flerinvs
AAD-1322,256541,,Готово,29.10.2023 22:12 ,03.11.2023 17:33 ,Gubarevanv,,Флёрин Виталий Сергеевич,flerinvs
SAD-23756,256390,,Готово,27.10.2023 14:11 ,27.10.2023 17:43 ,grankinka,,datagrip,flerinvs
SAD-23686,255642,,Готово,25.10.2023 10:53 ,25.10.2023 11:06 ,slyozinnv,,Выдача монитора,mikhaelyanta
ANL-2028,255604,,Готово,25.10.2023 09:30 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по Защите и Проверке,mikhaelyanta
ANL-2026,255378,,Готово,24.10.2023 13:19 ,08.05.2024 10:52 ,flerinvs,,Цессии доработка-автоматизация,flerinvs
ANLP-1048,255363,,Готово,24.10.2023 12:42 ,10.11.2023 21:05 ,klekovkinve,1.0,Написать регулярку для рейтинга АН,klekovkinve
ANL-2024,255244,,Готово,24.10.2023 09:47 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по защите и проверке,mikhaelyanta
ANL-2023,255195,,Backlog,23.10.2023 19:12 ,29.05.2024 09:56 ,flerinvs,,КДКП,flerinvs
ANL-2022,255040,,Закрыт,23.10.2023 12:28 ,23.10.2023 12:28 ,,,тест,klekovkinve
CRM-209,254882,,Backlog,20.10.2023 21:24 ,28.05.2024 18:27 ,filatovmv,,Добавить атрибуты в топик crm-adapter.opportunity.result.event,klekovkinve
CRM-208,254881,,Backlog,20.10.2023 21:22 ,28.05.2024 17:58 ,filatovmv,,Ошибки в топике crm-adapter.opportunity.result.event,klekovkinve
